KIC,KOI,Rp/Rs,e_Rp/Rs,Radius,e_Radius,Period,e_Period,a,e_a,Flux,e_Flux,CDPP,b
8711794,105.01,3.246,0.096,3.600,0.278,8.981014925,0.000003085,0.08329,0.00238,134.3211,12.5128,36.716,0.04238
8733898,2842.01,5.358,0.253,1.150,0.065,1.565412613,0.000001601,0.01504,0.00017,20.0304,1.0567,307.924,0.00262
8733898,2842.03,4.323,0.218,0.928,0.056,3.036208739,0.000007243,0.02337,0.00023,8.2502,0.4112,307.924,0.10212
8733898,2842.02,5.394,0.861,1.155,0.190,5.148923460,0.000012470,0.03321,0.00035,4.1064,0.2129,307.924,0.76799
8741367,5566.01,1.135,0.091,1.443,0.153,0.988668400,0.000291300,0.02056,0.00056,5615.6815,542.9210,51.278,0.35757
8742590,1281.01,2.225,0.116,1.813,0.176,49.478144600,0.000200600,0.25064,0.00572,9.3055,0.7891,87.204,0.02268
8750043,2017.01,1.305,0.098,1.141,0.105,2.295035150,0.000012900,0.03271,0.00100,619.5211,59.9034,87.868,0.12067
8751796,3125.01,0.693,0.051,0.962,0.102,4.453424180,0.000038500,0.05646,0.00139,821.1038,68.7722,43.885,0.65500
8752940,4730.01,2.356,0.436,1.714,0.338,9.078291710,0.000046190,0.07585,0.00198,43.0262,3.7517,166.410,0.04258
8753657,321.02,0.792,0.037,0.854,0.077,4.623344910,0.000016910,0.05410,0.00146,341.4852,34.6715,29.114,0.37715
8753657,321.01,1.449,0.124,1.579,0.183,2.426304127,0.000002398,0.03510,0.00086,783.8792,70.1117,29.114,0.91768
8753896,2473.01,2.173,0.491,1.529,0.363,3.244175410,0.000015620,0.03872,0.00088,194.7141,21.2310,220.719,1.07113
8753896,2473.03,2.333,0.413,1.604,0.314,14.512362200,0.000284000,0.10481,0.00295,26.4909,3.0377,220.719,2.61072
8757824,2552.01,1.032,0.077,1.355,0.135,3.656909090,0.000019190,0.04819,0.00131,756.9484,67.8134,93.813,0.12842
8758204,2841.01,3.103,0.220,2.799,0.320,159.388788000,0.003488000,0.53600,0.01334,1.6365,0.1983,174.709,0.09132
8760040,2963.01,1.424,0.083,1.638,0.168,18.220602400,0.000132400,0.13763,0.00389,70.7946,8.0271,83.472,0.11654
8760040,2963.02,1.111,0.088,1.270,0.149,7.351012870,0.000055700,0.07509,0.00195,237.5526,24.5798,83.472,0.51992
8760760,7088.01,1.218,0.138,1.168,0.160,2.688140590,0.000015690,0.03646,0.00087,525.4452,69.7749,137.649,0.27168
8766650,1904.01,1.668,0.296,1.251,0.236,12.439294280,0.000052670,0.09472,0.00246,33.1938,2.9806,64.423,0.78756
8773015,4301.02,0.606,0.050,0.710,0.083,6.319159990,0.000054980,0.06822,0.00177,310.8509,30.1527,35.863,0.61251
8773015,4301.01,0.939,0.114,1.138,0.159,15.604841000,0.000133400,0.12419,0.00344,92.9980,9.8707,35.863,0.84955
8801316,2956.01,0.494,0.025,0.940,0.082,3.937667860,0.000034420,0.05568,0.00161,1870.7808,179.3843,30.179,0.22275
8802165,694.01,3.160,0.151,3.001,0.237,17.421159720,0.000020900,0.12802,0.00343,49.8472,4.3734,82.135,0.88635
8802693,2000.01,3.308,0.463,2.790,0.420,26.410441990,0.000077410,0.16312,0.00381,17.7107,1.8338,189.519,0.55542
8803757,4904.01,0.929,0.070,0.814,0.084,3.594489100,0.000033530,0.04399,0.00137,330.8058,35.7458,102.003,0.03925
8804283,1276.01,2.447,0.103,2.418,0.170,22.790203510,0.000068780,0.15324,0.00416,31.8053,3.1761,83.354,0.03505
8804283,1276.02,1.395,0.074,1.377,0.114,13.260797920,0.000097950,0.10719,0.00286,65.4859,5.8546,83.354,0.19887
8804455,2159.01,1.220,0.157,1.234,0.188,7.596699800,0.000033220,0.07465,0.00187,165.8090,17.0261,59.757,1.05025
8804845,2039.01,1.603,0.085,1.466,0.123,5.425869010,0.000017670,0.05755,0.00135,192.1154,19.7932,96.928,0.08311
8804845,2039.02,0.826,0.069,0.749,0.090,0.762132307,0.000003799,0.01560,0.00043,2662.2123,252.6203,96.928,0.33354
8805348,695.01,2.411,0.082,2.151,0.155,29.907218590,0.000053710,0.18571,0.00469,25.8631,2.1351,42.635,0.02302
8806072,1273.01,3.877,0.299,3.220,0.326,40.058816610,0.000095270,0.21742,0.00579,11.6554,1.1633,123.999,1.29231
8806123,523.02,2.675,0.158,3.586,0.375,36.856775800,0.000162200,0.22614,0.00613,36.2318,4.0590,105.059,0.04375
8806123,523.01,6.652,0.397,8.798,0.829,49.411211270,0.000062730,0.27453,0.00759,24.0081,2.7358,105.059,0.91289
8807057,7093.01,1.179,0.112,1.662,0.198,97.991569000,0.001857000,0.44530,0.01169,13.0314,1.3379,45.819,0.41511
8807988,5572.01,1.010,0.152,0.872,0.151,21.957844600,0.000199200,0.14210,0.00401,21.7812,2.0174,64.622,0.03168
8813698,1268.01,10.423,0.461,12.245,1.191,268.941097400,0.000497500,0.82388,0.02137,2.0068,0.2040,95.764,0.40004
8814872,5574.01,4.271,0.317,2.867,0.238,373.415090000,0.006181000,0.87784,0.00915,0.1538,0.0098,294.886,0.24568
8822216,581.01,3.577,0.159,3.128,0.312,6.996926239,0.000006335,0.06888,0.00196,130.6680,16.3919,128.296,0.01739
8822216,581.02,2.715,0.178,2.420,0.278,151.863949000,0.001387000,0.53018,0.01477,2.2282,0.2801,128.296,0.02255
8822421,6188.01,3.260,0.267,2.683,0.273,1.645319649,0.000009052,0.02538,0.00069,672.0880,83.5184,821.054,0.10020
8824737,3347.01,1.871,0.127,1.580,0.153,12.902358740,0.000084030,0.10065,0.00287,42.8731,4.3502,139.708,0.26014
8826007,3266.01,3.186,0.478,2.218,0.382,54.509154900,0.000567100,0.25795,0.04071,2.4678,1.2524,156.743,2.04615
8826168,1850.01,2.086,0.233,2.752,0.388,11.551038480,0.000025670,0.10304,0.00249,145.2293,16.1968,64.510,0.36522
8826878,922.01,3.319,0.378,2.726,0.392,5.154481420,0.000010260,0.05437,0.00155,145.4115,14.9552,148.736,2.43010
8827575,3052.02,1.061,0.068,1.206,0.114,15.611223800,0.000127500,0.12034,0.00369,62.4290,6.3454,64.706,0.38619
8827575,3052.01,0.924,0.055,1.057,0.092,10.129562010,0.000099480,0.08950,0.00245,112.2298,10.4303,64.706,0.42916
8827930,3801.01,11.087,0.954,12.314,1.344,288.312866600,0.000507300,0.83846,0.02209,1.1756,0.1468,220.349,0.22177
8832512,1821.01,3.097,0.132,2.688,0.207,9.976820720,0.000034320,0.08491,0.00213,65.3690,5.7587,160.143,0.02169
8836888,2508.01,1.917,0.149,2.191,0.243,7.103979250,0.000024240,0.07068,0.00186,164.0287,16.4745,154.140,0.07364
8866137,2074.01,4.089,0.678,2.946,0.560,33.417817300,0.000173500,0.18392,0.00519,9.0495,1.0016,178.093,1.75092
8874090,1404.02,1.959,0.141,1.315,0.124,18.906092100,0.000236100,0.12552,0.02092,9.7301,7.4326,233.331,0.00695
8874090,1404.01,2.798,0.138,1.901,0.178,13.323893520,0.000047150,0.09919,0.01624,14.9850,8.8299,233.331,0.07266
8880317,7915.01,1.740,0.124,2.061,0.199,382.589100000,0.109600000,1.07145,0.03081,1.5376,0.1597,58.656,0.03288
8881169,7106.01,0.988,0.084,1.366,0.150,5.018803050,0.000038820,0.05974,0.00187,527.9307,56.9579,83.311,0.07527
8883593,923.01,3.481,0.307,4.513,0.582,5.743469797,0.000007276,0.06365,0.00173,301.0683,43.8564,176.344,0.00000
8884274,2868.01,2.758,0.194,2.107,0.230,10.652750540,0.000064510,0.08868,0.00268,57.0229,7.1850,334.643,0.03783
8885643,2789.01,1.485,0.126,1.324,0.151,3.401656170,0.000011210,0.04357,0.00114,438.2640,44.6275,89.588,1.52930
8890150,2650.01,2.210,0.187,1.375,0.115,34.989784700,0.000380300,0.17774,0.00185,2.9087,0.1258,257.876,0.03228
8890150,2650.02,1.910,0.161,1.197,0.103,7.054294830,0.000041320,0.06125,0.00073,24.3708,1.2689,257.876,0.36124
8890417,5580.01,1.560,0.234,1.912,0.324,173.219879000,0.002862000,0.61362,0.01719,3.4520,0.3386,65.914,0.09289
8890783,464.02,2.711,0.103,2.504,0.223,5.350156114,0.000004542,0.05704,0.00167,181.1316,17.7886,114.816,0.00463
8890783,464.01,7.413,0.358,6.847,0.605,58.362057910,0.000040950,0.28087,0.00832,7.5238,0.6399,114.816,0.37913
8891684,5581.01,3.187,0.560,2.746,0.509,374.878133000,0.007791000,0.94709,0.02568,0.4920,0.0492,103.421,0.67362
8905246,3473.01,2.861,0.533,2.120,0.443,27.637147080,0.000067610,0.16056,0.00373,10.7352,0.9431,125.530,0.33063
8934103,4009.01,2.479,0.169,2.281,0.226,175.138920000,0.002581000,0.59885,0.01541,2.2334,0.2810,115.173,0.07361
8934103,4009.02,1.724,0.181,1.547,0.200,77.792718000,0.002604000,0.34743,0.00965,6.5687,0.8380,115.173,0.56560
8934495,524.01,3.146,0.114,2.448,0.202,4.592393816,0.000003023,0.04947,0.00145,152.7199,15.2718,99.215,0.01706
8935810,1395.01,4.223,0.530,4.179,0.592,6.230335000,0.000010070,0.06340,0.00169,147.3422,19.8660,288.443,0.60205
8946267,5588.01,2.726,0.261,2.357,0.272,542.911330000,0.026750000,1.22491,0.03553,0.3456,0.0324,203.213,0.26669
8950568,2038.01,2.177,2.198,1.903,1.951,8.305377020,0.000039370,0.07686,0.00200,106.8661,9.6023,147.132,0.60964
8950568,2038.02,2.140,0.299,1.928,0.310,12.513533250,0.000061510,0.10106,0.00247,60.2705,5.5021,147.132,0.80002
8950568,2038.04,1.357,0.119,1.212,0.139,25.214914300,0.000399200,0.16160,0.00475,23.7753,2.5708,147.132,0.86302
8950568,2038.03,1.590,0.333,1.437,0.323,17.913421500,0.000214900,0.12875,0.00361,37.9767,3.8663,147.132,1.43518
8950853,1412.01,2.330,0.196,3.356,0.347,37.814525200,0.000144000,0.23581,0.00569,42.2180,3.6550,55.258,1.59190
8951205,4099.01,1.799,0.093,1.407,0.124,4.950606320,0.000020140,0.05277,0.00147,146.3445,15.1849,132.487,0.32918
8951215,924.01,3.905,0.464,3.685,0.542,39.475909300,0.000131700,0.22288,0.00565,17.4267,2.0934,148.078,1.04717
8956206,2048.01,2.736,0.169,2.386,0.243,6.179985080,0.000015530,0.06071,0.00171,107.3015,13.3958,218.147,0.11870
8958939,7117.02,1.551,0.215,1.989,0.312,22.786522000,0.000406900,0.16141,0.00410,59.0550,8.1853,121.420,0.02345
8958939,7117.01,1.039,0.124,1.332,0.196,8.292755800,0.000152700,0.08316,0.00257,222.3754,30.7699,121.420,0.82731
8959839,2253.01,1.736,0.097,2.278,0.214,22.708237500,0.000101900,0.16339,0.00353,63.6644,6.9668,74.261,0.01863
8962094,700.04,1.736,0.070,1.564,0.131,68.160989700,0.000452500,0.31631,0.00958,7.2745,0.6832,45.931,0.42343
8962094,700.03,1.495,0.194,1.376,0.204,14.667229300,0.000058020,0.11373,0.00285,57.1447,5.0563,45.931,0.65474
8962094,700.01,2.665,0.202,2.349,0.245,30.864365120,0.000054010,0.18746,0.00516,20.8071,2.0059,45.931,0.82730
8962094,700.02,1.708,0.159,1.553,0.173,9.360597050,0.000023100,0.08421,0.00277,103.2304,10.2034,45.931,1.14103
8971044,5592.01,2.419,0.211,3.245,0.355,482.517010000,0.020100000,1.24874,0.03205,1.0799,0.1208,142.815,0.17519
8972058,159.02,1.058,0.134,1.192,0.169,2.403640701,0.000007540,0.03560,0.00108,1014.9004,99.9310,54.466,1.09912
8972058,159.01,2.333,0.124,2.650,0.234,8.990886210,0.000011350,0.08596,0.00232,178.7852,15.9776,54.466,1.14261
8973129,2286.01,2.270,0.138,2.063,0.200,24.173824400,0.000124300,0.15573,0.00422,23.1869,2.4407,137.065,0.15690
8973285,4782.01,1.811,0.217,2.298,0.332,7.421344400,0.000105500,0.07553,0.00217,209.5727,34.3881,223.646,0.13666
8978528,1874.02,2.242,0.116,1.676,0.135,7.416347010,0.000027520,0.07357,0.01443,29.0568,71.4142,186.273,0.41046
8978528,1874.01,3.529,0.147,2.615,0.173,18.684837700,0.000052690,0.13621,0.02736,8.0319,30.4343,186.273,0.44347
9002278,701.02,2.011,0.065,1.403,0.101,5.714896920,0.000006756,0.05567,0.00166,82.3231,8.1853,59.448,0.00903
9002278,701.01,2.994,0.087,2.066,0.135,18.164073040,0.000017620,0.12140,0.00316,17.5204,1.7866,59.448,0.01958
9002278,701.05,0.858,0.060,0.596,0.061,12.441800300,0.000176300,0.09395,0.00254,29.8713,2.7357,59.448,0.04543
9002278,701.03,2.586,0.079,1.794,0.130,122.385868100,0.000502200,0.43343,0.01017,1.3931,0.1079,59.448,0.09341
9002278,701.04,2.134,0.104,1.453,0.115,267.282521000,0.004810000,0.72107,0.02038,0.4973,0.0434,59.448,0.35132
9002538,3196.01,0.456,0.024,0.566,0.050,4.960610940,0.000028100,0.05963,0.00159,563.3934,53.8420,20.401,0.04502
9002538,3196.02,0.573,0.036,0.708,0.070,6.882977560,0.000049640,0.07416,0.00207,375.1119,31.3846,20.401,0.49767
9003401,2319.01,1.380,0.061,1.715,0.159,21.103301400,0.000072890,0.15549,0.00437,76.2411,7.4654,43.727,0.04232
9005321,4848.01,2.770,0.281,1.889,0.201,384.696100000,0.012260000,0.90141,0.00965,0.1510,0.0083,160.929,0.24783
9006186,2169.02,0.819,0.171,0.754,0.156,3.266627330,0.000013950,0.04101,0.00100,340.4956,31.7255,38.230,0.64841
9006186,2169.04,0.446,0.045,0.387,0.046,2.192519030,0.000032670,0.03134,0.00083,581.0067,53.8439,38.230,0.64940
9006186,2169.03,0.782,0.172,0.696,0.160,4.272264210,0.000022360,0.04924,0.00114,235.4611,18.8832,38.230,0.83494
9006186,2169.01,1.104,0.135,0.954,0.130,5.452987420,0.000018200,0.05791,0.00190,172.7420,15.4073,38.230,1.26452
9007151,4583.01,2.698,0.340,2.376,0.340,330.906041000,0.006806000,0.88777,0.02302,0.6305,0.0801,173.967,0.19106
9008103,3283.03,2.366,0.273,1.619,0.198,87.707513000,0.001119000,0.34106,0.00950,1.8413,0.1817,230.200,0.09305
9008103,3283.02,1.904,0.137,1.306,0.135,20.571810700,0.000217500,0.12931,0.00347,13.1406,1.2006,230.200,0.10612
9008737,2768.01,1.393,0.126,1.116,0.136,11.828884300,0.000315800,0.09493,0.00260,51.4394,4.6630,171.250,0.27808
9008737,2768.02,1.857,0.507,1.529,0.410,14.751203400,0.000204000,0.10985,0.00281,37.9396,4.1859,171.250,0.61253
9009953,4014.01,2.729,0.371,2.905,0.481,234.240739000,0.004013000,0.75734,0.02045,2.3069,0.1924,57.133,2.57323
9011877,5597.01,0.853,0.061,0.711,0.066,7.777106390,0.000083860,0.07148,0.00182,81.5958,8.5508,80.362,0.20403
9012244,5598.01,2.080,0.163,2.501,0.239,376.934014000,0.006116000,1.04649,0.02818,1.2982,0.1266,92.713,0.16309
9015738,1616.02,0.609,0.139,0.735,0.172,34.775371000,0.001274000,0.21615,0.00620,36.6766,3.5624,33.988,0.42273
9015738,1616.01,1.367,0.149,1.578,0.219,13.932915480,0.000044590,0.11721,0.00341,122.0014,10.5155,33.988,1.07448
9019191,2604.01,1168.441,3880.369,871.892,2722.435,14.433483260,0.000082150,0.10269,0.00282,21.8994,2.2280,160.918,3.51502
9020114,3088.01,1.262,0.092,1.276,0.117,3.484128740,0.000014830,0.04411,0.00130,442.2973,44.7053,106.886,0.05198
9020114,3088.02,1.948,0.147,1.980,0.177,67.876660500,0.000796500,0.32156,0.00804,8.4790,0.8834,106.886,0.05865
9021075,4733.01,1.777,0.171,1.263,0.141,7.281166670,0.000077890,0.06481,0.00176,51.8178,5.5598,211.109,0.09754
9025739,7125.01,0.905,0.084,0.810,0.090,7.918267000,0.000184200,0.07458,0.00193,121.3556,12.0310,107.948,0.22642
9025971,3680.01,11.357,0.491,11.889,1.033,141.241540500,0.000094850,0.52425,0.01475,3.5087,0.3801,85.486,0.07482
9026007,5602.01,2.620,0.186,2.704,0.298,403.163148000,0.009469000,1.06438,0.02298,0.8785,0.0898,99.950,0.00000
9027909,3428.01,1.511,0.104,2.043,0.199,64.658916600,0.000897500,0.32652,0.00914,16.4755,1.7585,79.265,0.06346
9030537,1892.01,4.138,0.376,3.626,0.406,62.561387900,0.000318700,0.29255,0.00751,6.3100,0.6371,173.570,1.22598
9031209,3316.01,3.829,0.182,3.120,0.252,47.056847600,0.000189600,0.23536,0.00734,7.0065,0.8362,285.700,0.02201
9034103,1402.01,2.225,0.214,2.806,0.359,7.139697050,0.000029000,0.07291,0.00223,237.0682,31.6915,186.350,0.02413
9044228,1988.01,1.808,0.203,1.265,0.167,0.934885365,0.000000910,0.01628,0.00040,723.4166,61.2902,92.593,0.97104
9047416,5605.01,4.043,0.701,3.676,0.762,9.011888000,0.001624000,0.08010,0.00233,85.2020,7.9197,236.698,2.42770
9071593,2257.01,2.354,0.152,1.865,0.150,32.563524900,0.000236900,0.18361,0.00518,12.2662,1.1955,133.570,0.42858
9071593,2257.02,2.074,0.158,1.620,0.150,59.284064000,0.000699200,0.27492,0.00709,5.5315,0.6185,133.570,0.59051
9072190,1933.01,3.029,0.315,2.989,0.396,49.101109300,0.000209400,0.25535,0.00677,11.2561,1.3771,100.861,0.55708
9073549,5608.01,1.963,0.352,1.828,0.340,87.565484000,0.002478000,0.37366,0.00904,5.0480,0.5641,122.232,0.07703
9076971,2981.01,2.324,0.394,1.510,0.293,9.066876130,0.000072460,0.07544,0.00226,41.8516,5.6558,212.319,2.57532
9077124,926.01,3.822,0.357,5.170,0.631,3.166353562,0.000002532,0.04356,0.00122,830.8574,110.4623,176.903,0.02894
9079671,5609.01,1.895,0.208,1.453,0.185,535.151500000,0.007956000,1.19788,0.03303,0.2939,0.0262,47.232,0.28903
9085563,3393.01,2.069,0.217,2.881,0.363,54.649367900,0.000971000,0.29097,0.00766,20.0125,2.3716,139.193,0.01588
9086251,2367.01,0.930,0.047,1.338,0.122,6.892132440,0.000033080,0.07542,0.00198,438.0675,39.1561,37.927,0.23264
9087580,7924.01,0.917,0.070,0.690,0.077,0.770658979,0.000005293,0.01477,0.00042,1343.8130,116.7620,136.609,0.48114
9087853,5612.01,3.203,0.417,2.894,0.455,353.659270000,0.013690000,0.92112,0.02781,0.5950,0.0854,201.382,0.18951
9092504,2716.02,2.244,0.360,2.195,0.372,6.460047280,0.000030150,0.06507,0.00180,159.8359,20.3580,169.468,0.81059
9092504,2716.01,1.894,0.259,1.830,0.292,0.962864171,0.000002106,0.01834,0.00052,1969.0572,269.0732,169.468,0.94753
9093086,6191.01,1.142,0.097,1.289,0.122,9.704337900,0.000174400,0.08983,0.00241,147.9984,14.8061,123.371,0.05852
9093086,6191.02,1.216,0.097,1.331,0.141,12.771382600,0.000212300,0.10817,0.00298,103.0994,9.9049,123.371,0.28692
9097470,5613.01,2.501,0.268,2.356,0.318,346.417400000,0.020270000,0.92354,0.02678,0.7030,0.0862,160.179,0.18399
9100484,1399.01,2.920,0.165,2.208,0.224,8.750597750,0.000033620,0.07354,0.00211,42.6794,5.1092,239.144,0.29729
9100953,4500.01,1.723,0.115,1.264,0.127,8.701796110,0.000085680,0.07432,0.00225,52.5780,6.0723,182.527,0.04581
9100953,4500.03,2.145,0.537,1.620,0.406,14.751006800,0.000180300,0.10622,0.00276,25.8555,2.7538,182.527,0.67644
9100953,4500.02,2.640,0.378,1.918,0.304,44.985188500,0.000487300,0.22324,0.00566,5.8390,0.6339,182.527,0.67709
9109857,2833.01,0.701,0.044,0.897,0.086,1.791877025,0.000008299,0.03000,0.00082,1816.6958,181.0443,35.153,0.18149
9112931,2256.01,3.720,0.384,2.881,0.370,10.712534750,0.000038040,0.09898,0.01781,16.7310,61.1076,246.475,0.86469
9114614,5616.01,2.895,0.302,1.917,0.227,441.619190000,0.019450000,1.05633,0.14311,0.1233,0.0510,138.111,0.29599
9115800,421.01,12.813,0.442,12.195,0.922,4.454194254,0.000000336,0.04979,0.00154,187.3884,20.4002,149.480,0.35828
9119458,525.01,3.473,0.143,3.317,0.295,11.530293320,0.000013900,0.09523,0.00257,68.7307,6.6699,141.577,0.01136
9139084,323.01,2.335,0.170,1.957,0.180,5.835994850,0.000040950,0.05964,0.00166,147.1855,15.4133,86.310,0.09226
9140402,928.01,2.938,0.145,2.440,0.207,2.494170338,0.000001264,0.03364,0.00090,431.4528,41.1510,117.044,0.04797
9141355,5622.01,4.165,0.547,3.672,0.547,469.613090000,0.014300000,1.11066,0.03059,0.4041,0.0553,153.779,1.82296
9146018,584.01,2.806,0.185,2.833,0.330,9.926721500,0.000011630,0.08801,0.00230,99.0875,9.1480,70.370,0.73395
9146018,584.03,1.138,0.194,1.164,0.213,6.470277060,0.000045360,0.06600,0.00196,176.2444,17.9141,70.370,1.01170
9146018,584.02,2.690,0.238,2.637,0.297,21.223493250,0.000048500,0.14502,0.00377,36.3278,3.5126,70.370,1.17156
9147029,5626.01,5.363,0.544,6.475,0.833,397.499229000,0.003157000,1.08147,0.03141,1.2660,0.1562,132.213,0.16700
9149789,2874.01,1.295,0.057,1.026,0.078,0.352515897,0.000000427,0.00914,0.00026,5347.4833,556.1593,93.533,0.24879
9150827,1408.01,2.483,0.356,1.609,0.241,14.534108330,0.000050220,0.10076,0.00101,10.8499,0.4410,138.759,1.10655
9150870,7136.01,2.653,0.250,2.539,0.344,441.173690000,0.047540000,1.07223,0.03277,0.5150,0.0574,171.014,0.21288
9153570,2625.01,1.683,0.138,1.411,0.163,3.813714230,0.000025440,0.04453,0.00126,225.1964,27.1604,283.283,0.24744
9153823,6195.01,3.077,0.226,2.229,0.215,1.444486083,0.000006914,0.02184,0.00059,425.9968,34.8298,747.955,0.25843
9157030,5628.01,1.990,0.559,1.329,0.362,24.909302700,0.000319600,0.15852,0.02740,6.7280,9.9331,194.790,0.94399
9157634,526.01,2.956,0.106,2.702,0.207,2.104721971,0.000000886,0.03067,0.00085,639.9723,65.1535,81.724,0.00124
9159288,8280.01,2.171,0.250,3.001,0.403,66.673050000,0.012440000,0.34062,0.00888,19.1536,1.6394,87.572,0.28884
9166700,5632.01,2.103,0.095,2.755,0.237,264.466625000,0.001570000,0.85918,0.02178,3.4058,0.3468,37.260,0.04874
9166862,931.01,12.874,0.853,13.990,1.393,3.855603916,0.000000368,0.04755,0.00140,430.9044,58.4028,161.780,0.33237
9177629,2522.01,1.754,0.234,1.366,0.196,5.604023070,0.000011640,0.05573,0.00144,89.6317,7.1501,72.870,0.45976
9183378,4222.01,1.098,0.079,1.423,0.144,3.385574450,0.000018740,0.04426,0.00122,573.4441,52.9651,125.041,0.06948
9202151,1393.01,3.988,0.484,2.522,0.309,1.694740233,0.000001278,0.02375,0.00030,158.8185,8.1295,221.194,0.88942
9202434,4253.01,99.531,35.125,130.513,51.302,173.257837200,0.000816700,0.64808,0.01791,5.5485,0.4896,63.602,1.07388
9203154,7144.01,1.087,0.113,0.726,0.089,0.839907158,0.000004905,0.01546,0.00045,951.1505,112.8072,175.493,0.18323
9205907,2528.01,3.708,0.628,3.982,0.783,12.022953620,0.000027880,0.10237,0.00242,100.4476,12.6297,144.275,0.72104
9205938,2162.02,1.551,0.093,1.403,0.117,199.668760000,0.003961000,0.65460,0.02068,1.9038,0.2285,52.512,0.05469
9205938,2162.01,1.816,0.082,1.620,0.143,108.593113000,0.001130000,0.43743,0.01069,4.3125,0.4337,52.512,0.00000
9209624,2443.01,1.010,0.052,1.199,0.107,6.791646560,0.000043130,0.07184,0.00202,280.1071,30.8071,55.323,0.10641
9209624,2443.02,0.995,0.065,1.155,0.125,11.837693300,0.000105100,0.10422,0.00305,130.7312,13.0783,55.323,0.48748
9209981,5638.01,1.348,0.132,1.755,0.205,290.020020000,0.020260000,0.90031,0.02393,2.4845,0.2979,90.002,1.58649
9210387,2416.01,1.864,0.165,1.740,0.177,5.906089020,0.000037340,0.06170,0.00175,189.7904,22.4890,246.927,0.01772
9214942,1403.01,3.105,0.129,2.158,0.119,18.754702380,0.000052670,0.12069,0.00128,9.3483,0.6862,193.017,0.02605
9216775,4513.01,1.061,0.075,0.927,0.097,3.917946760,0.000026740,0.04625,0.00108,279.0227,24.7481,105.240,0.33692
9220614,5643.01,2.043,0.231,1.514,0.200,570.018860000,0.014420000,1.25009,0.03751,0.2762,0.0291,87.912,0.31096
9221517,2281.02,1.837,0.364,1.442,0.282,455.274050000,0.056540000,1.05582,0.03065,0.2995,0.0300,70.021,0.25467
9221517,2281.01,1.133,0.174,0.904,0.151,0.769854899,0.000001243,0.01499,0.00037,1473.3972,164.1796,70.021,0.69589
9225395,2107.01,2.613,0.149,2.068,0.165,81.315305200,0.000935200,0.34076,0.00797,3.6381,0.3222,120.077,0.01624
9227215,7931.01,1.899,0.165,1.747,0.231,242.036700000,0.016220000,0.73934,0.01817,1.3141,0.1482,109.197,0.68137
9229657,2491.01,1.656,0.117,1.435,0.162,2.668312740,0.000010260,0.03581,0.00091,436.5644,50.6892,153.403,0.36208
9244756,1969.01,3.103,0.376,3.213,0.455,16.343559020,0.000076390,0.12178,0.00297,50.6411,4.7984,224.631,1.07482
9266431,704.01,2.972,0.307,2.220,0.279,18.396297440,0.000029730,0.12662,0.00354,25.3690,2.7875,68.238,1.14983
